ID,question,answer,relevance
5630,what the names of destiny 's child,"Their third album , Survivor , which contains themes the public interpreted as a channel to the group 's experience , contains the worldwide hits `` Independent Women `` , `` Survivor `` and `` Bootylicious `` .",0
1852,When did the New Deal start,"Roosevelt himself turned his attention to the war effort , and won reelection in 1940 and 1944 .",0
7369,how is slugging percentage calculated,Babe Ruth holds the MLB career slugging percentage record ( .690 ) .,0
7714,what is in milk,"As an agricultural product , milk is extracted from mammals and used as food for humans .",0
6591,what year lord of rings made ?,"The enduring popularity of The Lord of the Rings has led to numerous references in popular culture , the founding of many societies by fans of Tolkien 's works , and the publication of many books about Tolkien and his works .",0
6071,what president was theodore roosevelt,"Roosevelt 's achievements as a naturalist , explorer , hunter , author , and soldier are as much a part of his fame as any office he held as a politician .",0
1211,when did secretariat win,"Secretariat ( March 30 , 1970 – October 4 , 1989 ) was an American Thoroughbred racehorse that in 1973 became the first U.S . Triple Crown champion in 25 years .",1
4062,what is firewire used for,"IEEE 1394 replaced parallel SCSI in many applications , because of lower implementation costs and a simplified , more adaptable cabling system .",0
8669,where did the persian war take place,"However , the League 's involvement in an Egyptian revolt ( from 460–454 BC ) resulted in a disastrous defeat , and further campaigning was suspended .",0
3480,what is an assist in basketball,"Only the pass directly before the score may be counted as an assist , so no more than one assist can be recorded per field goal ( unlike in other sports , such as ice hockey ) .",0
5696,what is the source of geothermal energy,"An additional 28 gigawatts of direct geothermal heating capacity is installed for district heating , space heating , spas , industrial processes , desalination and agricultural applications .",0
8593,What kind of personality test is the MBTI,"They began creating the indicator during World War II , believing that a knowledge of personality preferences would help women who were entering the industrial workforce for the first time to identify the sort of war-time jobs that would be `` most comfortable and effective '' .",0
1006,who shot franz ferdinand,"At the top of these Serbian military conspirators was Chief of Serbian Military Intelligence Dragutin Dimitrijević , his righthand man Major Vojislav Tankosić , and Masterspy Rade Malobabić .",0
6194,how many episodes of Lost were there,"Lost is an American serial drama television series that premiered on September 22 , 2004 on the American Broadcasting Company ( ABC ) .",0
7417,what does base jumping stand for,Base jumping from a cliff in a wingsuit .,0
9325,how many people were killed in the oklahoma city bombing,"Motivated by his hatred of the federal government and angered by what he perceived as its mishandling of the Waco Siege ( 1993 ) and the Ruby Ridge incident ( 1992 ) , McVeigh timed his attack to coincide with the second anniversary of the deadly fire that ended the siege at Waco .",0
4558,what did benedict arnold die,"Frustrated and bitter , Arnold decided to change sides in 1779 , and opened secret negotiations with the British .",0
4800,what do pigs eat,"Pigs include the domestic pig , its ancestor the wild boar , and several other wild relatives .",0
3687,what is a roll play games,"Despite this variety of forms , some game forms such as trading card games and wargames that are related to role-playing games may not be included .",0
69,when did jack lalanne die,"He also had behavioral problems , but `` turned his life around '' after listening to a public lecture by Paul Bragg , a well-known nutrition speaker .",0
4290,what does a vote to table a motion mean ?,"The British meaning has the sense of the table as being an active work bench , with the topic being the center of attention , considered and discussed by all until it can be resolved , at which point it is taken off the 'table ' .",0
8021,Where Are Mahindra Tractors Made,"To raise awareness about Mahindra in the US , Mahindra USA announced its new sponsorship in the NASCAR Nationwide Series with R3 Motorsports , which is participating with a # 23 Mahindra Tractors Chevrolet .",0
3921,what is sims language,Written Simlish,0
6171,what state is jakarta in ?,"Jakarta ( ) , officially known as the Special Capital Region of Jakarta ( ) , is the capital and largest city of Indonesia .",1
13,when did egg mcmuffin get invented,The Egg McMuffin is the signature breakfast sandwich ; it was invented by the late McDonald 's franchisee Herb Peterson in the late 1960s and was introduced nationwide in 1972 .,1
6553,how is canada 's health care,"Although there is a measure of consensus that life-expectancy and infant mortality mark the most reliable ways to compare nation-wide health care , assuming the population makeup is similar , a recent report by the Congressional Research Service carefully summarizes some recent data and notes the `` difficult research issues '' facing international comparisons .",0
9419,what kind of company is Microsoft ?,"The company 's 1986 initial public offering , and subsequent rise in its share price , created an estimated three billionaires and 12,000 millionaires from Microsoft employees .",0
8875,where was paul revere born,"Paul Revere ( December 21 , 1734May 10 , 1818 ) was an American silversmith , early industrialist , and a patriot in the American Revolution .",1
7943,what are SATA Power Connector,Serial ATA industry compatibility specifications originate from The Serial ATA International Organization ( aka .,0
2868,how are the # of electrons in each shell determined,"The closest shell to the nucleus is called the `` 1 shell '' ( also called `` K shell '' ) , followed by the `` 2 shell '' ( or `` L shell '' ) , then the `` 3 shell '' ( or `` M shell '' ) , and so on farther and farther from the nucleus .",0
